product,author,stars,sentiment,tags,free_text,clean_text,processed_text,tokens_lemma
cushion,a*****d,5,positive,"{'Beauty Effect': 'semi matte finish', 'Benefits': 'long lasting', 'User Tips': ""use the radiant booster serum first!you'll get the best semi matte finishing""}",Parcel arrived safely without any damage or defect on item.good product quality!!! I really love the finishingg tak bercapuk at all especially you use it with radiant booster serum(the yellow one ) before apply the cushion  then spray again thwn wallaaaaaa soo damn good😩❤️,parcel arrived safely without any damage or defect on item good product quality i really love the finishingg tak bercapuk at all especially you use it with radiant booster serum the yellow one before apply the cushion then spray again thwn wallaaaaaa soo damn good,arrived safely without damage defect good quality love finishingg tak bercapuk especially radiant booster serum yellow apply cushion spray thwn wallaaaaaa soo damn good,"['arrived', 'safely', 'without', 'damage', 'defect', 'good', 'quality', 'love', 'finishingg', 'tak', 'bercapuk', 'especially', 'radiant', 'booster', 'serum', 'yellow', 'apply', 'cushion', 'spray', 'thwn', 'wallaaaaaa', 'soo', 'damn', 'good']"
cushion,z*****n,5,positive,{},Received in excellent condition 👍🏻 Bought this on a buy 2 free 1 promotion but only received 2 but seller replaced it with free cleanser instead. Glad that the cleanser is the one that I wanted to try 👍🏻 The mini cushion is very cute and it's detachable! Hopefully they release the refill one day 😊 Thank you seller for your service ⭐,received in excellent condition bought this on a buy free promotion but only received but seller replaced it with free cleanser instead glad that the cleanser is the one that i wanted to try the mini cushion is very cute and it s detachable hopefully they release the refill one day for your service,excellent condition free promotion replaced free cleanser instead glad cleanser wanted try mini cushion cute detachable hopefully release refill day service,"['excellent', 'condition', 'free', 'promotion', 'replaced', 'free', 'cleanser', 'instead', 'glad', 'cleanser', 'wanted', 'try', 'mini', 'cushion', 'cute', 'detachable', 'hopefully', 'release', 'refill', 'day', 'service']"
cushion,junjie_0921,5,positive,{},Good product good quality thanks seller for good price value for money,good product good quality thanks seller for good price value for money,good good quality thanks good value money,"['good', 'good', 'quality', 'thanks', 'good', 'value', 'money']"
cushion,f*****6,5,positive,{},"Excellent product! High quality, exactly as described. Fast shipping and secure packaging. Seller is very responsive and helpful. Great value for money—highly recommended! Will definitely buy again!",excellent product high quality exactly as described fast shipping and secure packaging seller is very responsive and helpful great value for money highly recommended will definitely buy again,excellent high quality exactly described fast shipping secure responsive helpful great value money highly recommended definitely,"['excellent', 'high', 'quality', 'exactly', 'described', 'fast', 'shipping', 'secure', 'responsive', 'helpful', 'great', 'value', 'money', 'highly', 'recommended', 'definitely']"
cushion,k*****k,5,positive,"{'Packaging': 'excellent', 'Usage Experience': 'smooth texture and easy blending with great coverage and long lasting wear'}","I was pleasantly surprised to receive this product as I thought i was going to receive the normal shiny blue packaging - instead i received the new denim packaging. Quite unique, denim texture and soft & bouncy to the touch. Will be a nice addition to the collection. Would recommend this product and try your luck to see if you'll receive this new special packaging too (selected and sent at random)",i was pleasantly surprised to receive this product as i thought i was going to receive the normal shiny blue packaging instead i received the new denim packaging quite unique denim texture and soft bouncy to the touch will be a nice addition to the collection would recommend this product and try your luck to see if you ll receive this new special packaging too selected and sent at random,pleasantly surprised receive thought going receive normal shiny blue instead new denim quite unique denim texture soft bouncy touch nice addition collection recommend try luck see receive new special selected sent random,"['pleasantly', 'surprised', 'receive', 'thought', 'going', 'receive', 'normal', 'shiny', 'blue', 'instead', 'new', 'denim', 'quite', 'unique', 'denim', 'texture', 'soft', 'bouncy', 'touch', 'nice', 'addition', 'collection', 'recommend', 'try', 'luck', 'see', 'receive', 'new', 'special', 'selected', 'sent', 'random']"
cushion,s*****r,5,positive,"{'Benefits': 'lasting', 'Beauty Effect': 'matte finish', 'Packaging': 'design kemas dan cantik'}",Best foundation everrrr...,best foundation everrrr,best foundation everrrr,"['best', 'foundation', 'everrrr']"
cushion,genieveeeee,5,positive,"{'Packaging': 'good packing and jeans design is cool', 'Benefits': 'waterproof and comfortable when apple to skin  still look brighter and not oily when apply to face over 8 hours🥰❤️ i use colour 00~'}",still look brighter and not oily when apply to face over 8 hours🥰❤️ i use colour 00~,still look brighter and not oily when apply to face over hours i use colour,look brighter oily apply face hour colour,"['look', 'brighter', 'oily', 'apply', 'face', 'hour', 'colour']"
cushion,f*****n,5,positive,"{'Beauty Effect': 'matte and full coverage', 'Beauty Profile': 'combination skin', 'User Tips': 'prep skin well and then apply this cushion'}",Overall i'm really satisfied. Reasonable price with superb finishing,overall i m really satisfied reasonable price with superb finishing,overall satisfied reasonable superb finishing,"['overall', 'satisfied', 'reasonable', 'superb', 'finishing']"
cushion,r*****n,5,positive,{},Safely received..secured packaging..fast delivery...thank you seller!,secured packaging,secured,['secured']
cushion,t*****8,5,positive,{},"Fast delivery and received In good condition, will buy again if good price",and received in good condition will buy again if good price,good condition good,"['good', 'condition', 'good']"
cushion,aliazamani,5,positive,"{'Beauty Profile': 'warm undertone, oily skin', 'Usage Experience': 'used once', 'Packaging': 'secure'}",Perfect shade for my skin. Easy to blend and tahan lama for oily skin. Finishing cantik.,perfect shade for my skin easy to blend and tahan lama for oily skin finishing cantik,perfect shade skin easy blend tahan lama oily skin finishing cantik,"['perfect', 'shade', 'skin', 'easy', 'blend', 'tahan', 'lama', 'oily', 'skin', 'finishing', 'cantik']"
cushion,c*****2,5,positive,{},"fast delivery, good product quality, good customers service, good value for money.",good product quality good customers service good value for money,good quality good customer service good value money,"['good', 'quality', 'good', 'customer', 'service', 'good', 'value', 'money']"
cushion,t*****y,5,positive,"{'Beauty Profile': 'combi to oily skin', 'Beauty Effect': 'matte cushion dah 3 x repeat, best and blend well with my skin.', 'Packaging': 'all was good but for serum sunscreen kotak nya ada rosak sikit.but still okay kotak je'}",Serum spray first time baru nak try . Hopefully it goes well with my skin . And also sunscreen first time try . If good will repeat again . Thank you skintific for the the good product and fast delivery. Ordered on 28th and received on 30th. For matte cushion 100/100. Memang xguna yg lain dah,serum spray first time baru nak try hopefully it goes well with my skin and also sunscreen first time try if good will repeat again thank you skintific for the the good product and ordered on th and received on th for matte cushion memang xguna yg lain dah,serum spray baru nak try hopefully go well skin sunscreen try good repeat good ordered matte cushion memang xguna lain dah,"['serum', 'spray', 'baru', 'nak', 'try', 'hopefully', 'go', 'well', 'skin', 'sunscreen', 'try', 'good', 'repeat', 'good', 'ordered', 'matte', 'cushion', 'memang', 'xguna', 'lain', 'dah']"
cushion,_*****_,5,positive,"{'Beauty Profile': 'oily skin', 'Usage Experience': 'good for oily skin so it doesnt make my face look too slippery or oily looking', 'Benefits': 'high coverage  bought it during sale, really love this'}","bought it during sale, really love this",bought it during sale really love this,sale love,"['sale', 'love']"
cushion,y*****i,5,positive,"{'Usage Experience': 'light and easy to apply.', 'Packaging': 'the packaging is so cute and secure', 'Beauty Effect': 'it have a good coverage and matte finish. it also have a oil control effects'}",Overall the product are a good quality products,overall the product are a good quality products,overall good quality product,"['overall', 'good', 'quality', 'product']"
cushion,nur_5260,5,positive,{},blue (beige) Pink (ivory 2) Packaging:Packaging 👍🏿. Item received in a good condition. User Tips:Wear ur day cream first then tap this cussion on ur face thoroughly.,blue beige pink ivory packaging packaging in a good condition user tips wear ur day cream first then tap this cussion on ur face thoroughly,blue beige pink ivory good condition user tip wear day cream tap cussion face thoroughly,"['blue', 'beige', 'pink', 'ivory', 'good', 'condition', 'user', 'tip', 'wear', 'day', 'cream', 'tap', 'cussion', 'face', 'thoroughly']"
cushion,saadiahsahidon,5,positive,"{'Texture': 'comfortable to wear for long time', 'Coverage': 'full coverage and matte'}",Receive in good condition.. nice and beutiful.. good coverage.. cover the acne scar..,receive in good condition nice and beutiful good coverage cover the acne scar,receive good condition nice beutiful good coverage cover acne scar,"['receive', 'good', 'condition', 'nice', 'beutiful', 'good', 'coverage', 'cover', 'acne', 'scar']"
cushion,adeline_giri98,5,positive,{},Love it so much. This is my second using skintific and i really love this brand so muchhhhhh!!!,love it so much this is my second using skintific and i really love this brand so muchhhhhh,love love brand muchhhhhh,"['love', 'love', 'brand', 'muchhhhhh']"
